timestamp,occupancy_mode,outdoor_air_temp_C,return_air_temp_C,mixed_air_temp_C,supply_air_temp_setpoint_C,supply_air_temp_C,outside_air_damper_pct,fan_status,fan_speed_pct,duct_static_pressure_inwg,duct_static_pressure_setpoint_inwg,heating_valve_cmd_pct,cooling_valve_cmd_pct,zone_reception_temp_C,zone_office1_temp_C,zone_office2_temp_C,zone_office3_temp_C,zone_temp_setpoint_C,filter_dP_inwg,alarm_status,return_air_relative_humidity_pct
2026-02-10 04:45:00,UNOCCUPIED,3.34,19.8,16.7,17.5,20.0,18.8,0,0.0,0.268,0.35,4.3,0.0,19.91,19.9,22.0,19.863142003316824,20.0,0.3478075545067074,OK,77.41824777312914
2026-02-10 05:00:00,UNOCCUPIED,3.47,19.97,17.28,17.5,20.0,16.5,0,0.0,0.252,0.35,6.8,0.0,20.0,20.13,22.0,19.859380107772708,20.0,0.3076777097344482,OK,77.54777953135635
2026-02-10 05:15:00,UNOCCUPIED,3.61,19.94,17.3,17.5,20.0,16.1,0,0.0,0.256,0.35,7.9,0.0,20.27,19.77,22.0,19.74906141973834,20.0,0.3276137358129185,OK,76.40963761235056
2026-02-10 05:30:00,UNOCCUPIED,3.74,19.82,16.85,17.5,20.0,18.7,0,0.0,0.309,0.35,4.2,0.0,19.9,20.03,22.0,20.063671054764463,20.0,0.3105647284833409,OK,76.76368547198034
2026-02-10 05:45:00,UNOCCUPIED,3.87,19.91,16.89,17.5,20.0,18.5,0,0.0,0.247,0.35,4.2,0.0,19.75,19.65,22.0,20.058233985913912,20.0,0.3274730004025223,OK,75.2384934170608
2026-02-10 06:00:00,UNOCCUPIED,4.0,19.87,16.87,17.5,20.0,18.2,0,0.0,0.524,0.75,7.2,0.0,19.46,19.86,22.0,19.883807746049182,20.0,0.3162344671035164,OK,75.43824723779615
2026-02-10 06:15:00,UNOCCUPIED,4.13,20.23,17.28,17.5,20.0,18.6,0,0.0,0.587,0.75,8.2,0.0,20.02,19.9,22.0,19.79405323788029,20.0,0.3128870608199757,OK,76.93871728293456
2026-02-10 06:30:00,UNOCCUPIED,4.26,19.75,16.87,17.5,20.0,17.8,0,0.0,0.713,0.75,7.1,0.0,19.88,20.18,22.0,19.63437177359448,20.0,0.3042626901683771,OK,75.96127889566664
2026-02-10 06:45:00,UNOCCUPIED,4.39,19.61,16.43,17.5,20.0,19.8,0,0.0,0.488,0.75,10.1,0.0,19.7,19.86,22.0,19.837583608900346,20.0,0.3108994855956937,OK,75.61435578689827
2026-02-10 07:00:00,OCCUPIED,4.53,22.09,18.49,15.0,17.5,19.7,1,52.8,0.501,0.75,0.0,21.3,22.03,21.93,22.0,21.955179432048805,22.0,0.3243778457790466,OK,76.6384627475537
2026-02-10 07:15:00,OCCUPIED,4.66,22.29,19.29,15.0,17.5,18.5,1,42.1,0.333,0.75,0.0,28.6,21.89,22.28,22.0,22.069662915294217,22.0,0.3411665593954551,OK,77.31478325076712
2026-02-10 07:30:00,OCCUPIED,4.79,22.09,18.99,15.0,17.5,18.5,1,45.6,0.416,0.75,0.0,30.1,21.63,22.21,22.0,22.073803767568823,22.0,0.3013081634815768,OK,75.33497956044293
2026-02-10 07:45:00,OCCUPIED,4.93,22.36,19.65,15.0,17.5,15.6,1,76.7,0.613,0.75,0.0,31.0,22.14,22.52,22.0,22.44357663686056,22.0,0.3456519533832661,OK,76.7470654906618
2026-02-10 08:00:00,OCCUPIED,5.07,21.83,19.13,15.0,17.5,15.2,1,71.9,0.582,0.75,0.0,33.4,22.43,22.19,22.0,22.031769899387985,22.0,0.3181595407730719,OK,76.20803689304122
2026-02-10 08:15:00,OCCUPIED,5.2,22.41,19.25,15.0,17.5,18.3,1,69.3,0.562,0.75,0.0,36.2,22.44,22.25,22.0,22.618928327797622,22.0,0.3367135112728179,OK,75.97029316314155
2026-02-10 08:30:00,OCCUPIED,5.34,22.39,19.2,15.0,17.5,19.5,1,72.7,0.571,0.75,0.0,33.4,22.53,22.06,22.0,22.13460695526519,22.0,0.3373674875350123,OK,77.82145806677369
2026-02-10 08:45:00,OCCUPIED,5.48,22.1,19.32,15.0,17.5,16.9,1,61.5,0.418,0.75,0.0,33.6,22.16,22.19,22.0,21.91897334890692,22.0,0.3168442067868782,OK,77.5714473145869
2026-02-10 09:00:00,OCCUPIED,5.62,22.13,19.58,15.0,17.5,15.8,1,69.4,0.573,0.75,0.0,37.5,22.03,22.12,22.0,22.360421917599712,22.0,0.3237727613052064,OK,75.05340769287695
2026-02-10 09:15:00,OCCUPIED,5.76,22.16,19.1,15.0,17.5,19.3,1,55.1,0.436,0.75,0.0,33.7,21.73,21.93,22.0,22.27000227147173,22.0,0.337906671966251,OK,77.01833327123677
2026-02-10 09:30:00,OCCUPIED,5.9,22.13,19.72,15.0,17.5,15.1,1,74.8,0.561,0.75,0.0,33.5,22.04,22.34,22.0,21.70489438689139,22.0,0.3142510306630617,OK,76.78023108114056
2026-02-10 09:45:00,OCCUPIED,6.03,22.54,19.21,15.0,17.5,19.8,1,73.2,0.645,0.75,0.0,41.2,22.26,22.48,22.0,22.3632167961116,22.0,0.3300191706078476,OK,75.32106836690865
2026-02-10 10:00:00,OCCUPIED,6.17,22.25,19.82,15.0,17.5,15.7,1,66.1,0.517,0.75,0.0,36.4,22.31,22.0,22.0,22.372278806573817,22.0,0.3245142787768627,OK,76.26608934650815
2026-02-10 10:15:00,OCCUPIED,6.29,21.99,18.83,15.0,17.5,19.3,1,46.2,0.394,0.75,0.0,39.0,21.89,22.28,22.0,22.13591328538656,22.0,0.3219136672850971,OK,76.56118095738817
2026-02-10 10:30:00,OCCUPIED,6.42,22.27,19.21,15.0,17.5,19.4,1,46.7,0.309,0.75,0.0,38.2,21.99,22.3,22.0,22.254930860342483,22.0,0.3045696708747624,OK,76.25020209442121
2026-02-10 10:45:00,OCCUPIED,6.54,21.83,19.29,15.0,17.5,15.8,1,57.2,0.473,0.75,0.0,40.8,21.61,22.04,22.0,22.00498836780917,22.0,0.3194001221200634,OK,77.51736743614403
2026-02-10 11:00:00,OCCUPIED,6.65,22.34,19.79,15.0,17.5,16.4,1,70.3,0.71,0.75,0.0,35.6,22.53,22.1,22.0,22.235739810193447,22.0,0.3387848163857844,OK,76.19187880451376
2026-02-10 11:15:00,OCCUPIED,6.75,22.17,19.19,15.0,17.5,18.2,1,66.6,0.555,0.75,0.0,40.2,22.5,22.13,22.0,22.183509178193283,22.0,0.3265309746914463,OK,76.54721042209135
2026-02-10 11:30:00,OCCUPIED,6.84,22.04,19.57,15.0,17.5,16.6,1,62.1,0.441,0.75,0.0,42.8,22.4,22.02,22.0,22.05758346311549,22.0,0.3384659884883442,OK,75.75127370566605
2026-02-10 11:45:00,OCCUPIED,6.93,22.3,19.48,15.0,17.5,19.0,1,72.4,0.583,0.75,0.0,42.2,22.35,22.47,22.0,22.486522875886525,22.0,0.3491300941510769,OK,76.81479884396065
2026-02-10 12:00:00,OCCUPIED,7.0,22.24,19.85,15.0,17.5,15.2,1,55.1,0.463,0.75,0.0,42.7,22.02,22.09,22.0,22.44700705338581,22.0,0.3074915932876438,OK,75.73910423671157
2026-02-10 12:15:00,OCCUPIED,7.06,22.04,19.25,15.0,17.5,18.6,1,72.6,0.546,0.75,0.0,40.9,22.06,22.3,22.0,22.382293395883703,22.0,0.3160221815884707,OK,75.76381982758659
2026-02-10 12:30:00,OCCUPIED,7.1,22.35,19.62,15.0,17.5,17.2,1,80.1,0.695,0.75,0.0,35.2,22.34,22.27,22.0,22.16632654642609,22.0,0.3004273693265087,OK,75.99760962010211
2026-02-10 12:45:00,OCCUPIED,7.13,22.36,19.67,15.0,17.5,17.1,1,63.7,0.541,0.75,0.0,40.7,22.39,22.43,22.0,22.38787275959912,22.0,0.3119163283268207,OK,77.85334081833844
2026-02-10 13:00:00,OCCUPIED,7.15,22.28,19.56,15.0,17.5,18.5,1,50.4,0.342,0.75,0.0,70.0,22.18,22.35,22.0,21.957729275456742,22.0,0.3077616754755134,OK,76.67416619870617
2026-02-10 13:15:00,OCCUPIED,7.15,22.33,19.73,15.0,17.5,17.0,1,73.8,0.539,0.75,0.0,0.0,22.53,22.12,22.0,22.00328933285073,22.0,0.3354527994933224,OK,77.54178764236792
2026-02-10 13:30:00,OCCUPIED,7.13,22.29,19.38,15.0,17.5,19.1,1,65.3,0.485,0.75,0.0,70.0,22.08,22.31,22.0,22.20085223586222,22.0,0.3137780049060483,OK,75.42133755938364
2026-02-10 13:45:00,OCCUPIED,7.09,22.35,19.54,15.0,17.5,17.7,1,68.5,0.535,0.75,0.0,0.0,22.39,22.1,22.0,22.179559942769075,22.0,0.3480524702751429,OK,77.60900594779864
2026-02-10 14:00:00,OCCUPIED,7.03,21.99,19.31,15.0,17.5,18.1,1,69.8,0.559,0.75,0.0,70.0,22.29,22.22,22.0,21.93693202823405,22.0,0.3214443097373709,OK,77.21999271101187
2026-02-10 14:15:00,OCCUPIED,6.96,22.31,19.63,15.0,17.5,17.5,1,58.2,0.434,0.75,0.0,0.0,22.25,22.4,22.0,22.18138584353312,22.0,0.3477442379992331,OK,77.47825657122472
2026-02-10 14:30:00,OCCUPIED,6.86,22.18,19.62,15.0,17.5,15.7,1,80.0,0.671,0.75,0.0,70.0,22.41,21.97,22.0,22.03844298865155,22.0,0.3018874320565334,OK,77.39129809915892
2026-02-10 14:45:00,OCCUPIED,6.75,22.26,19.45,15.0,17.5,17.7,1,86.6,0.725,0.75,0.0,0.0,22.09,22.31,22.0,22.43483799294238,22.0,0.3233854631331708,OK,75.15440629246153
2026-02-10 15:00:00,OCCUPIED,6.62,21.94,19.2,15.0,17.5,17.6,1,76.0,0.639,0.75,0.0,40.3,22.08,21.93,22.0,22.482454798277484,22.0,0.3068279128624209,OK,77.34639092613166
2026-02-10 15:15:00,OCCUPIED,6.47,21.91,19.11,15.0,17.5,18.8,1,59.7,0.517,0.75,0.0,41.0,22.12,21.71,22.0,21.936532457582,22.0,0.3200757442354489,OK,75.67527885642333
2026-02-10 15:30:00,OCCUPIED,6.31,21.87,18.97,15.0,17.5,18.3,1,70.4,0.558,0.75,0.0,34.2,22.27,21.87,22.0,22.05197945131748,22.0,0.3252417690210413,OK,75.65189295563918
2026-02-10 15:45:00,OCCUPIED,6.13,22.28,19.61,15.0,17.5,15.9,1,59.6,0.451,0.75,0.0,40.0,22.56,22.02,22.0,22.37573546375685,22.0,0.3119171369710091,OK,75.16142617762787
2026-02-10 16:00:00,OCCUPIED,5.93,22.11,19.57,15.0,17.5,16.1,1,57.1,0.504,0.75,0.0,38.3,22.05,22.33,22.0,22.246627773613596,22.0,0.3257678728947966,OK,77.34925763399382
2026-02-10 16:15:00,OCCUPIED,5.72,22.08,18.86,15.0,17.5,19.8,1,56.5,0.51,0.75,0.0,44.1,22.13,22.26,22.0,22.049933991230304,22.0,0.3371346671381773,OK,76.11743119007416
2026-02-10 16:30:00,OCCUPIED,5.5,21.97,18.81,15.0,17.5,19.4,1,68.3,0.558,0.75,0.0,36.5,22.02,21.89,22.0,22.029436089249472,22.0,0.3152008277876444,OK,77.94471431210461
2026-02-10 16:45:00,OCCUPIED,5.27,22.37,19.62,15.0,17.5,16.2,1,56.7,0.442,0.75,0.0,37.1,21.78,22.16,22.0,22.465890001050496,22.0,0.3238874496211017,OK,76.57311420955756
2026-02-10 17:00:00,OCCUPIED,5.03,22.2,18.89,15.0,17.5,18.8,1,44.6,0.311,0.75,0.0,37.8,22.17,22.17,22.0,22.268288881161848,22.0,0.3481325723491377,OK,77.9783686632526
2026-02-10 17:15:00,OCCUPIED,4.78,22.16,19.16,15.0,17.5,16.8,1,63.0,0.47,0.75,0.0,39.5,22.25,22.2,22.0,22.174691126948368,22.0,0.3398079430364636,OK,76.08607019741746
2026-02-10 17:30:00,OCCUPIED,4.52,22.35,19.44,15.0,17.5,16.0,1,36.5,0.295,0.75,0.0,37.3,22.45,21.98,22.0,22.4903139527893,22.0,0.3081243534116867,LOW_AIRFLOW,77.77936918654177
2026-02-10 17:45:00,OCCUPIED,4.26,22.27,18.93,15.0,17.5,18.8,1,68.5,0.538,0.75,0.0,40.0,22.41,22.56,22.0,22.179086201363297,22.0,0.3426582274998173,OK,77.9398623979252
2026-02-10 18:00:00,UNOCCUPIED,4.0,20.09,17.48,17.5,20.0,16.8,0,0.0,0.527,0.75,0.0,5.3,20.42,20.04,22.0,19.98973910445417,20.0,0.3256978911703614,OK,77.99307512035054
2026-02-10 18:15:00,UNOCCUPIED,3.74,19.82,17.21,17.5,20.0,15.6,0,0.0,0.312,0.35,0.0,3.0,19.8,19.86,22.0,19.868555881352624,20.0,0.3069109001853575,OK,77.31968448224362
2026-02-10 18:30:00,UNOCCUPIED,3.48,20.05,17.44,17.5,20.0,16.7,0,0.0,0.194,0.35,0.0,0.6,19.75,20.14,22.0,19.961813252908865,20.0,0.3105310044261102,OK,77.46697255123216
2026-02-10 18:45:00,UNOCCUPIED,3.22,19.95,17.01,17.5,20.0,17.4,0,0.0,0.274,0.35,0.0,0.5,19.7,19.59,22.0,20.009585731155124,20.0,0.316391482203746,OK,75.61828266901796
2026-02-10 19:00:00,UNOCCUPIED,2.97,20.03,16.97,17.5,20.0,18.6,0,0.0,0.22,0.35,0.0,0.0,20.04,19.84,22.0,19.9516556356479,20.0,0.3498965814705392,OK,77.69235600795213
2026-02-10 19:15:00,UNOCCUPIED,2.73,20.0,16.64,17.5,20.0,19.0,0,0.0,0.262,0.35,4.0,0.0,19.88,19.97,22.0,19.581637155987973,20.0,0.3005320707627998,OK,77.00436622579053
2026-02-10 19:30:00,UNOCCUPIED,2.5,20.09,17.32,17.5,20.0,16.3,0,0.0,0.256,0.35,6.8,0.0,19.95,19.93,22.0,19.770737180361564,20.0,0.3257030454249155,OK,77.90019565276464
2026-02-10 19:45:00,UNOCCUPIED,2.28,20.15,16.96,17.5,20.0,18.5,0,0.0,0.15,0.35,6.1,0.0,20.26,19.92,22.0,20.10939979489636,20.0,0.3387647051308119,OK,76.34988809884128
2026-02-10 20:00:00,UNOCCUPIED,2.07,20.01,16.74,17.5,20.0,18.0,0,0.0,0.293,0.35,1.8,0.0,20.35,19.79,22.0,20.083715906487782,20.0,0.3066270497666337,OK,77.20944145097778
2026-02-10 20:15:00,UNOCCUPIED,1.87,20.12,16.84,17.5,20.0,18.3,0,0.0,0.206,0.35,5.1,0.0,20.04,20.02,22.0,19.83073037430949,20.0,0.3073815483555655,OK,76.14756676194985
2026-02-10 20:30:00,UNOCCUPIED,1.69,20.01,16.97,17.5,20.0,17.2,0,0.0,0.202,0.35,5.5,0.0,19.99,19.96,22.0,19.924222799310986,20.0,0.3385385555467137,OK,77.73758167146354
2026-02-10 20:45:00,UNOCCUPIED,1.53,19.93,17.02,17.5,20.0,16.5,0,0.0,0.269,0.35,9.1,0.0,20.09,19.58,22.0,19.78236744933767,20.0,0.3231804523471093,OK,77.66031331332937
2026-02-10 21:00:00,UNOCCUPIED,1.38,19.97,17.12,17.5,20.0,15.4,0,0.0,0.211,0.35,5.7,0.0,19.74,19.76,22.0,19.748870243425408,20.0,0.3124540285619499,OK,76.65127576655082
2026-02-10 21:15:00,UNOCCUPIED,1.25,19.88,16.98,17.5,20.0,16.3,0,0.0,0.221,0.35,0.7,0.0,19.68,19.73,22.0,20.102079269278214,20.0,0.346859728736779,OK,77.03125814059923
2026-02-10 21:30:00,UNOCCUPIED,1.14,19.91,16.32,17.5,20.0,19.2,0,0.0,0.207,0.35,4.7,0.0,20.0,19.82,22.0,20.059431260742365,20.0,0.3247961977620058,OK,76.27039865584568
2026-02-10 21:45:00,UNOCCUPIED,1.04,19.96,16.35,17.5,20.0,18.8,0,0.0,0.168,0.35,0.9,0.0,20.2,19.67,22.0,19.675283940040863,20.0,0.3302517690651487,OK,76.7232846507126
2026-02-10 22:00:00,UNOCCUPIED,0.97,19.56,15.93,17.5,20.0,19.9,0,0.0,0.163,0.35,7.4,0.0,19.88,19.65,22.0,19.759780014223317,20.0,0.3310086432857951,OK,76.03728275156088
2026-02-10 22:15:00,UNOCCUPIED,0.91,19.93,16.98,17.5,20.0,16.1,0,0.0,0.31,0.35,4.9,0.0,20.13,19.62,22.0,20.053214314411598,20.0,0.3122161005734121,OK,75.55692915759468
2026-02-10 22:30:00,UNOCCUPIED,0.87,19.63,16.86,17.5,20.0,15.1,0,0.0,0.15,0.35,4.4,0.0,19.69,19.91,22.0,19.92333389297542,20.0,0.3110272580521561,OK,75.7542311754668
2026-02-10 22:45:00,UNOCCUPIED,0.85,19.75,16.61,17.5,20.0,17.1,0,0.0,0.344,0.35,4.0,0.0,19.68,19.83,22.0,20.08638051159037,20.0,0.3080822783894841,OK,75.78076730623492
2026-02-10 23:00:00,UNOCCUPIED,0.85,20.2,16.99,17.5,20.0,15.4,0,0.0,0.36,0.35,4.0,0.0,19.82,19.85,22.0,20.18724390863459,20.0,0.349497041378093,OK,76.86206782345086
2026-02-10 23:15:00,UNOCCUPIED,0.87,20.14,16.51,17.5,20.0,18.9,0,0.0,0.261,0.35,3.7,0.0,20.36,20.01,22.0,19.9677232533542,20.0,0.3198113303616888,OK,75.10008984055226
2026-02-10 23:30:00,UNOCCUPIED,0.9,19.76,16.66,17.5,20.0,16.6,0,0.0,0.258,0.35,7.2,0.0,20.12,19.64,22.0,19.834829603971663,20.0,0.3311255944141638,OK,77.86764613654803
2026-02-10 23:45:00,UNOCCUPIED,0.94,19.85,16.19,17.5,20.0,20.0,0,0.0,0.292,0.35,6.9,0.0,19.64,19.94,22.0,19.86069514440524,20.0,0.3313017441718361,OK,76.4521164797526
